Transylvania,Elrod,Garrett,2,16:17.9,Margaret Simmons Invite,3/25/2022,5000 Meters,Run
Transylvania,Chandler,Cooper,1,16:35.6,Margaret Simmons Invite,3/25/2022,5000 Meters,Run
Transylvania,Adams,Alex,1,17:01.2,Margaret Simmons Invite,3/25/2022,5000 Meters,Run
Transylvania,Meader,Seth,2,17:05.0,Margaret Simmons Invite,3/25/2022,5000 Meters,Run
Transylvania,Very,Nate,1,02:02.5,Margaret Simmons Invite,3/25/2022,800 Meters,Run
Transylvania,Sparkman,Justin,1,02:06.8,Margaret Simmons Invite,3/25/2022,800 Meters,Run
Transylvania,Stiltner,Patrick,2,02:14.1,Margaret Simmons Invite,3/25/2022,800 Meters,Run
Transylvania,Cromer,Johnathon,3,02:18.4,Margaret Simmons Invite,3/25/2022,800 Meters,Run
Transylvania,Hornung,Andrew,1,02:30.5,Margaret Simmons Invite,3/25/2022,800 Meters,Run
Transylvania,Peter,Daniel,4,02:36.3,Margaret Simmons Invite,3/25/2022,800 Meters,Run
Transylvania,Bogel,Jackson,1,02:53.8,Margaret Simmons Invite,3/25/2022,800 Meters,Run
Transylvania,Upton,Jordan,3,1.7,Margaret Simmons Invite,3/25/2022,High Jump,Jump
Transylvania,Boling,Ike,2,1.7,Margaret Simmons Invite,3/25/2022,High Jump,Jump
Transylvania,Upton,Jordan,3,33.79,Margaret Simmons Invite,3/25/2022,Javelin,Throw
Transylvania,Stolz,Lennon,1,21.15,Margaret Simmons Invite,3/25/2022,Javelin,Throw
Earlham,Lindsay,Sheldan,4,11.46,Hanover Invitational 2022,3/26/2022,100 Meters,Run
Franklin,Roberts,Zachary,2,11.39,Hanover Invitational 2022,3/26/2022,100 Meters,Run
Rose-Hulman,Bird,Jacob,2,11.78,Hanover Invitational 2022,3/26/2022,100 Meters,Run
Rose-Hulman,Dorsey,Cameron,2,12.12,Hanover Invitational 2022,3/26/2022,100 Meters,Run
Earlham,Del Carmen,Connor,1,32:15.2,Hanover Invitational 2022,3/26/2022,10000 Meters,Run
Earlham,Roberts,Alexander,3,34:02.6,Hanover Invitational 2022,3/26/2022,10000 Meters,Run
Earlham,Gorley,Ian,3,34:07.5,Hanover Invitational 2022,3/26/2022,10000 Meters,Run
Rose-Hulman,Tullius,Thomas,1,33:55.9,Hanover Invitational 2022,3/26/2022,10000 Meters,Run
Rose-Hulman,Sluys,John,3,34:29.8,Hanover Invitational 2022,3/26/2022,10000 Meters,Run
Rose-Hulman,Whiteside,Elliott,3,36:36.7,Hanover Invitational 2022,3/26/2022,10000 Meters,Run
Hanover,Johnson,Justin,4,16.91,Hanover Invitational 2022,3/26/2022,110 Hurdles,Run
Hanover,Hommell,Luke,2,20.2,Hanover Invitational 2022,3/26/2022,110 Hurdles,Run
Earlham,Trotto,Owen,1,05:02.9,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Franklin,Gough,Elliott,1,04:19.7,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Franklin,Asplund,John,1,04:23.5,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Franklin,Sells,Jack,1,04:30.8,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Franklin,Lee,Corbin,3,04:53.5,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Franklin,McCracken,Noah,1,04:58.3,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Franklin,Devenport,Brayden,1,05:33.5,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Hanover,Hoegeman ,Robert,3,04:20.4,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Hanover,Weston,Ethan,3,04:26.2,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Hanover,Kitchens,Carson,1,04:30.3,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Mount St. Joseph,Helms,Chayce,2,04:51.9,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Rose-Hulman,Koopman,Tyler,2,04:50.3,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Rose-Hulman,Krodel,Caleb,1,04:59.1,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Rose-Hulman,De Veirman,Willem,1,05:09.4,Hanover Invitational 2022,3/26/2022,1500 Meters,Run
Defiance,Janvier,Ja',1,24.54,Yellow Jacket Collegiate Outdoor,3/26/2022,200 Meters,Run
Defiance,Maratea,Gavin,2,24.96,Yellow Jacket Collegiate Outdoor,3/26/2022,200 Meters,Run
